gene_name,microbiome_pvalue,tissue_pvalue,microbiome_logFC,tissue_logFC
DHX34,0.00368,0.000171,1.2446343,0.3571107
MYLK,1.89E-06,0.000171,2.0892538,-2.0370029
MT1H,0.000409,0.000172,2.9748435,1.0987
KDM5A,1.12E-05,0.000172,-1.1942957,-0.6460282
CSTF3,0.019,0.000172,-0.7527619,-1.193447
LOC100506639///ZNF131,0.00158,0.000172,-1.4726477,-0.7090362
KIRREL,6.21E-06,0.000172,3.0232916,0.3724591
LINC00839,0.0418,0.000172,1.5168409,0.5232152
CACNA1G-AS1,0.00323,0.000172,1.5278091,0.4941561
RBM22,0.000996,0.000173,-0.7184504,-0.598453
HPYR1,0.00459,0.000173,0.9853384,0.4173937
ACSBG1,0.00333,0.000173,1.8367091,0.3516973
PARD6B,0.0326,0.000173,-0.7762107,0.5318032
PITPNA-AS1,0.025,0.000174,0.6746111,0.9651261
CHRNA4,0.00754,0.000174,0.8419569,0.5051586
TBL1XR1,5.77E-06,0.000174,-1.4518251,-0.757097
ARL6IP6,0.000282,0.000174,-0.8702491,0.373953
TIAL1,0.0415,0.000174,0.4549978,0.437287
MKL1,0.0047,0.000174,-1.2294807,0.5020959
FNBP1,0.00805,0.000174,-1.3809135,-0.5205838
FOXN3,0.000607,0.000174,1.7834505,-0.6691857
NUAK1,0.0169,0.000175,1.0483217,-1.5401298
ALKBH7,6.41E-05,0.000175,1.95832,0.3690114
HCFC1R1,0.00387,0.000175,0.9762689,-0.6098755
TPM4,5.91E-05,0.000175,-1.7034853,-1.1183891
C21orf58,0.00155,0.000175,1.3257585,0.5176077
TMEM97,1.81E-07,0.000176,3.716174,2.4920646
GPR45,0.00079,0.000176,1.149506,0.3333482
TEX11,3.09E-10,0.000176,6.8770888,3.6447664
FXR1,0.000756,0.000176,0.9778098,-0.9624066
TXNDC15,0.00013,0.000176,0.9562661,-0.3723123
ZNF518B,0.00654,0.000176,2.4826056,-0.8514079
WNT6,1.41E-06,0.000176,2.1345449,0.4389252
PARP14,5.58E-05,0.000176,1.5104275,0.5555361
DEFB1,0.00285,0.000176,3.2402589,2.9868646
RCAN1,2.84E-06,0.000176,1.8942666,-1.4971105
PMS2P3,3.51E-05,0.000177,-1.1201736,-0.7663823
C22orf15,0.0168,0.000177,1.1888814,0.4576227
MTG2,0.0333,0.000177,0.7479399,0.3801302
SLC39A3,0.00635,0.000177,0.8351799,0.458255
TMF1,8.98E-05,0.000177,-1.0256853,-1.1772139
TFEC,0.00797,0.000177,1.5922516,-2.1479996
GM2A,0.00799,0.000177,1.5794314,-1.4371093
FZD1,0.00207,0.000178,0.8422922,-1.1155511
KRAS,2.06E-06,0.000178,-1.7490117,0.3930046
RPL35A,5.70E-07,0.000178,1.9445051,0.8910157
CREM,5.51E-06,0.000178,1.8591108,-1.5114555
PCGF3,1.30E-05,0.000178,-1.4170036,-0.671952
SPACA6,0.00251,0.000178,1.8837865,-0.8209213
CHERP,0.0129,0.000178,-0.6996948,0.3458018
ADAM12,7.31E-07,0.000178,3.2874519,-1.8237814
OTOP2,6.12E-06,0.000178,3.3380845,0.7315791
CSNK1A1,8.56E-05,0.000179,-1.2121257,-0.7958732
CBR4,0.00011,0.000179,-1.4681002,-0.6269214
CELA2A///CELA2B,4.64E-15,0.000179,11.7929205,5.7617504
CNOT2,1.45E-05,0.000179,-0.9560646,-0.6664388
COL8A1,0.00425,0.00018,2.2722758,-1.2380055
LINS1,0.00497,0.00018,-0.8202839,-0.6306918
NTRK3,1.63E-05,0.00018,2.4702737,0.4165325
VPS53,0.00354,0.00018,-2.2594183,0.5251296
SLC39A8,0.0249,0.00018,0.9278345,1.8296627
ZGPAT,1.25E-05,0.00018,-2.4732755,-0.7360186
HNRNPA2B1,0.0189,0.00018,-0.7304492,-0.8982827
MAPK12,0.000191,0.00018,1.4691363,0.500908
LRRC61,0.00734,0.00018,1.4362378,0.5436207
MTOR,0.00837,0.000181,1.4741688,-0.3770436
MICAL3,0.0327,0.000181,0.6464259,-0.8535741
PRELP,2.61E-08,0.000181,4.1836221,-1.2372598
INPP4A,0.00187,0.000181,1.4842859,-0.728163
CACNG8,0.0303,0.000181,1.3513477,0.5866611
IGF2R,0.00194,0.000181,-1.0961984,-0.5781575
LINC00668,0.0328,0.000181,1.6697599,0.6000793
LCN6,0.0168,0.000182,1.4767811,0.4263009
VEPH1,5.94E-06,0.000182,3.9502752,0.5525277
CD4,0.00526,0.000182,1.7859189,-1.1534211
MBTPS2,0.0212,0.000182,1.346593,0.3002007
ANKRD24,0.0341,0.000182,1.3144813,0.3362771
FKBP10,0.00267,0.000183,1.460311,-0.9682395
UBXN2A,0.00298,0.000183,-0.8377845,-0.5816898
FHAD1,0.000494,0.000183,2.0447445,0.4626279
B3GALT6,5.03E-06,0.000183,1.245605,-0.4407023
RAP1GAP,0.00263,0.000183,1.1785483,0.4404039
MLANA,0.0264,0.000183,1.4239572,0.2797327
DOK5,0.000208,0.000184,3.3014356,-1.28869
HEXDC,0.0329,0.000184,0.5882485,0.5369602
ZFP1,0.0379,0.000184,1.1586934,-0.7041907
NALCN,0.000108,0.000184,2.5910272,0.3330198
ADARB1,0.0421,0.000184,0.6396826,0.4106834
LOC731157,0.00311,0.000184,1.1183453,0.4472987
KATNAL2,0.00318,0.000184,1.8388776,0.3310021
CYP4F8,0.0069,0.000184,1.6874512,0.4625057
WHSC1L1,0.00051,0.000184,-1.6631364,-0.4333459
LARP1,0.0046,0.000185,1.0891826,0.5508561
NUP58,0.0112,0.000185,-0.6134653,-1.0102441
DIXDC1,0.0163,0.000185,1.4028258,0.3192816
STK24,8.44E-06,0.000186,-2.2186121,-0.8433925
WFDC9,0.0241,0.000186,1.5268457,0.3584048
BMPR2,2.70E-06,0.000186,1.0518934,0.4294648
GART,0.000657,0.000186,2.2135952,-1.027007
LOC440602,0.000148,0.000186,2.4505354,0.4924091
FCN2,0.00563,0.000186,1.5608688,0.4439932
ZFR2,1.55E-05,0.000186,2.9609051,0.5288355
PRR11,0.00539,0.000186,-1.8426818,-1.703758
CAMSAP1,7.50E-06,0.000186,-3.5340763,0.4776896
SNORD68///RPL13,9.16E-05,0.000186,1.6238775,0.6368227
AMOTL2,0.00217,0.000186,1.0441288,-0.9132314
MPHOSPH10,0.0373,0.000186,-0.4357043,-1.1068271
IFT43,0.0299,0.000186,0.7141581,-0.4317729
FOXP1,9.40E-07,0.000186,-1.6950438,0.5109052
CCDC124,0.00763,0.000186,1.3433637,0.4610989
ATXN3,0.00928,0.000186,-1.3984739,-0.7469713
EPHA5,0.0296,0.000187,1.585238,0.6161932
DCAF8,1.24E-06,0.000187,-2.0926819,0.4414279
ZNF843,0.00378,0.000187,1.1278841,0.2541287
CREBRF,0.0271,0.000187,0.7086385,-0.9570339
IMPA2,5.71E-07,0.000187,2.5828763,2.1744604
P2RY13,0.00202,0.000187,2.659121,-0.9780345
SH3GL1P2,1.31E-05,0.000187,2.8139566,0.4920695
RIMBP2,0.00477,0.000187,1.4712421,0.7468211
SLF2,0.0326,0.000187,-0.6293323,-0.4323888
ATP7B,0.0378,0.000187,-1.0388048,0.3750357
SEC63,1.50E-06,0.000188,1.7014435,0.8437343
PKN2,2.05E-06,0.000188,-1.1402519,-0.9185082
VEZF1,0.0458,0.000188,-0.540515,-0.7762343
MON1B,0.0128,0.000188,-0.6842584,-0.6377195
TSPO,2.29E-05,0.000188,-1.3290895,-1.2486825
ACRV1,0.0154,0.000188,1.4197579,0.5573118
NAPEPLD,4.27E-07,0.000188,-2.6578789,-0.9863323
ZNF518B,0.00654,0.000188,2.4826056,0.4347704
ZBTB7A,1.20E-05,0.000189,-1.6664898,-0.6354834
GIPC1,0.0191,0.000189,-0.6556975,-0.8150345
GPHN,0.000265,0.000189,1.1221141,0.8648762
ATXN3,0.00928,0.000189,-1.3984739,-1.0745964
PDZD2,0.0189,0.000189,-1.6816778,-1.3562402
SLC25A21-AS1,0.00793,0.000189,1.7597456,0.7149743
SIRPB1,0.017,0.000189,1.4551478,0.4489841
ADD2,1.10E-06,0.000189,3.2628595,0.4232082
DPF3,0.0147,0.000189,1.0345245,0.380942
FAR2,0.000984,0.00019,-2.7328689,0.4817721
SPRY1,2.99E-06,0.00019,1.6192885,-1.1011968
NEURL1B,0.00113,0.00019,1.5777798,-1.4313534
ANKRD24,0.0341,0.00019,1.3144813,0.3882902
MYOZ3,0.0132,0.00019,0.8658342,0.3853495
WDR86,0.00345,0.00019,2.0663437,0.4302318
GOSR2,0.003,0.00019,1.1672176,0.4729186
ZNF281,0.0284,0.000191,-0.5102661,-1.2639284
LPIN2,0.000612,0.000191,-0.862124,-0.8806652
THBS1,6.20E-09,0.000191,3.8735848,-2.1217527
PLA1A,0.00563,0.000191,2.1923251,-1.2876584
LOC158402,0.00364,0.000191,-0.9684391,-1.0439586
LOC285847,0.000505,0.000191,2.2409942,0.4615909
CEP112,2.74E-07,0.000191,2.7254226,0.4391361
SLC10A2,0.0341,0.000191,0.7637826,0.3927562
PAQR8,5.84E-06,0.000192,-3.2018381,-1.0664948
WHSC1L1,0.00051,0.000192,-1.6631364,-0.9805254
STK26,5.82E-07,0.000192,-1.9516714,-1.4326884
BUB1B,0.000637,0.000192,-2.0857803,-1.7068316
PGM2L1,0.0016,0.000192,-1.6365323,-1.3095611
MCPH1-AS1,0.0455,0.000192,0.701609,0.3369386
KAZN,0.039,0.000192,0.5339584,-0.9268755
SMARCA1,0.0052,0.000192,1.8574726,-0.8529193
ZNF562,0.00106,0.000192,-0.7024765,0.2671243
SMAD4,0.00133,0.000192,-1.2495282,0.2966436
LOC101927027,0.0011,0.000192,1.5381412,-0.8567941
CELF2,5.11E-06,0.000192,1.4964494,-1.2039237
USP25,0.00179,0.000192,-1.2094231,-0.6351818
ATP5G2P1,0.00711,0.000192,1.0041667,0.4957364
STK10,0.000264,0.000193,-2.0332161,-0.6986863
MIR490///LOC349160,0.00254,0.000193,1.7755386,0.5227425
FANCD2,4.02E-05,0.000193,-2.4077542,-1.1915288
CCSER2,0.0407,0.000193,0.5930652,-0.6288979
SOCS6,0.00119,0.000193,1.3107217,-1.209335
TNPO1,0.000453,0.000193,-0.7724967,-0.580472
LOC401320,0.0098,0.000193,-0.9467884,-0.4896696
LOC101928446,0.0389,0.000193,-1.1975607,0.4416786
TDO2,9.71E-05,0.000194,2.4922035,-2.2908102
BMP2K,0.00403,0.000194,1.8618141,-1.1920816
KLF9,2.24E-07,0.000194,1.9814746,0.4942243
ZNF551,0.000354,0.000194,1.3597649,0.3976087
CBX3,3.20E-05,0.000194,-1.4439683,-0.8175257
DNAH1,0.00438,0.000194,2.1825762,0.2757718
AGFG2,0.00137,0.000194,-1.6000456,0.7195823
GIMAP8,0.000129,0.000195,2.8855962,0.5472934
TNFRSF19,0.00191,0.000195,2.9162036,-1.409973
TOMM20,0.0219,0.000195,0.654772,0.4870475
LOC100505555///ZNF846,0.0313,0.000195,-1.2160936,0.4152361
MAD2L1,0.00201,0.000195,-1.909953,-1.8125436
UBE4B,0.00571,0.000195,0.7020886,0.6219434
TNFRSF10D,0.0474,0.000195,-0.6548491,-1.3998932
NUDT10,0.0355,0.000195,0.7204527,0.3818432
TRIO,0.0194,0.000195,-1.2222494,-0.9235995
ESR1,1.64E-05,0.000195,2.6087264,0.2523154
C19orf33,1.07E-06,0.000195,-2.3121792,-2.9895934
ATL1,0.0478,0.000196,0.6911516,-0.8704314
CHRNA1,0.00128,0.000196,1.993528,0.5509
CASP10,0.00111,0.000196,1.6088369,0.3501454
TMEM106B,0.000537,0.000196,-0.977619,0.370857
RABL6,0.0268,0.000196,0.6723651,0.4718909
ZFHX4,0.0123,0.000196,1.9363913,-0.8271755
LINC00673,0.00435,0.000196,-1.9272802,0.2965452
LOC389906,0.022,0.000196,0.9402506,0.774353
DRG1,0.000135,0.000196,1.0933631,0.4497807
RIBC1,0.00764,0.000196,1.5679805,0.3837661
TMEM19,0.0135,0.000196,-0.7397472,-0.8302702
LOC101928551,0.00291,0.000197,-1.7386558,0.2621538
IL16,0.00664,0.000197,1.7036945,0.4787695
SMG7,0.00279,0.000197,-1.0446315,0.4343327
ATXN3,0.00928,0.000197,-1.3984739,-0.6322393
DOC2A,0.0315,0.000197,1.1902597,0.529155
TNR,0.000782,0.000197,1.8334303,0.3952307
PYGO1,0.000289,0.000197,2.9351181,0.2520209
AGTRAP,0.00225,0.000197,0.7586606,0.594593
BORCS6,0.0234,0.000197,1.2809635,0.41325
SMARCA2,0.0355,0.000198,0.7695005,0.4652402
RPS24,0.00249,0.000198,-0.968548,-1.8441679
MYO6,0.00201,0.000198,-0.9666478,-1.2872129
ACADL,3.28E-07,0.000198,3.5548806,2.1912811
DCUN1D3,0.0056,0.000198,0.7478957,-0.5527691
SLC9A8,0.0253,0.000198,-0.8651027,-0.6014012
GTDC1,0.000269,0.000198,0.843867,0.4468057
THBS1,6.20E-09,0.000198,3.8735848,-0.9260066
B9D1,0.0024,0.000198,1.7558212,0.390977
FAM219B,0.00555,0.000199,-0.8239442,0.5405468
ZFP90,0.00998,0.000199,1.2978036,0.4480211
HRH1,0.0235,0.000199,-0.8248902,-1.6724952
CRAMP1,0.0325,0.000199,0.7326146,-0.4110529
GYG1,3.69E-06,0.000199,1.6996091,0.5546757
ANXA2P2,0.000472,0.000199,-1.0591933,-1.2209052
CHPF2,0.000464,0.000199,-1.1132398,-0.5212614
SOX4,0.0367,0.0002,-0.9019914,-1.5073577
LOC101060373///NOMO3///NOMO2///NOMO1,0.0179,0.0002,0.7272336,0.6626821
MYO5A,9.67E-06,0.0002,1.5986769,-1.3617863
MRPS27,0.0043,0.0002,0.7090404,0.4017532
GHSR,0.0216,0.0002,1.2001765,0.3143614
CRIPT,1.72E-05,0.000201,-1.3075695,-0.6926188
HEXA,0.0136,0.000201,-0.9666262,-0.8668298
TRPM3,0.000974,0.000201,2.1602617,0.388745
NIPAL3,0.00765,0.000201,-0.7961138,0.4658775
RAB9B,0.0241,0.000201,1.3496507,0.5939868
CIRBP-AS1,0.00247,0.000201,1.3405001,0.4221329
TPD52L3,0.0139,0.000201,1.5868674,0.5020457
TRAPPC2L,0.0149,0.000201,0.8208779,0.4063864
CTRC,1.05E-14,0.000201,10.1628332,5.1639786
CSRNP1,0.00895,0.000201,0.8112443,-1.2597891
RNH1,0.00229,0.000201,0.9069044,-0.5842911
PPFIBP1,0.00759,0.000201,0.7341988,-1.2781366
LOC440149,0.00283,0.000201,1.9288234,0.4246764
PSMA3,0.00364,0.000202,-1.283976,-0.6812688
PGK1,0.00324,0.000202,-0.9991847,-1.132947
MLLT11,0.000164,0.000202,1.8415083,-1.3907384
POLD3,3.89E-05,0.000202,-1.6849425,0.3952375
PKNOX2,3.83E-07,0.000202,1.9437049,0.7570323
ZC2HC1A,0.0087,0.000202,1.0028623,0.2884432
LOC102723600///MIR1302-11///MIR1302-10///MIR1302-9///MIR1302-2,0.0164,0.000203,-1.3921679,0.3662302
PTCD3,0.0384,0.000203,-0.5304204,-0.7030586
TRUB1,0.000568,0.000203,1.5762287,0.4972016
LOC100507258///CA13,0.0313,0.000203,1.1586451,0.4106679
P4HA1,1.67E-05,0.000203,-1.9971269,-1.1226546
SEMA5A,5.30E-05,0.000203,2.9596591,-1.0753755
SP3,7.66E-09,0.000203,-2.2324888,-0.7890086
ZNF346,0.00991,0.000203,1.5391008,0.2810305
COLGALT1,0.0199,0.000203,1.3896378,-1.1202384
METTL15,0.0133,0.000203,-0.9048695,0.4286741
FBXO7,3.50E-05,0.000203,-1.5648124,-0.4374223
STX8,0.00393,0.000203,0.7984077,0.4281889
FBXO33,0.011,0.000203,-0.5511858,-0.6976593
KCNIP3,8.34E-07,0.000204,3.2765397,0.3985732
CALM3///CALM2///CALM1,0.000428,0.000204,0.9967418,-0.5238679
SHOX2,0.0307,0.000204,-2.3107199,0.3749612
RS1,0.00587,0.000204,-1.3105112,0.3226236
PRKD1,6.69E-05,0.000205,2.849349,-1.2384039
PLCB4,3.22E-06,0.000205,-2.519064,-1.3902971
CYB5R4,0.0415,0.000205,-0.4773014,-1.0493245
GPX7,2.31E-05,0.000205,1.6985406,-0.8922018
GSX1,0.0407,0.000205,0.9617912,0.4221089
GARNL3,0.00839,0.000205,-1.7582773,0.3002445
PLCXD1,0.00852,0.000206,-1.7298701,0.5071293
WIZ,0.0206,0.000206,0.5937692,0.377425
CHML,0.0011,0.000206,-2.1609945,0.3919489
ZDHHC13,2.80E-06,0.000206,-1.5024855,-0.9429411
TNRC6A,8.77E-06,0.000206,2.8204754,0.4935507
ARFGAP1,0.025,0.000207,-0.5811063,-0.4831709
RHEB,1.56E-05,0.000207,1.457219,0.4368634
ATXN7L1,0.0427,0.000207,-0.6198188,-0.5407189
BMP1,0.00225,0.000207,1.5076404,-0.9293616
PCDH18,0.0198,0.000207,1.8762395,-1.3240346
UHRF1BP1,0.0135,0.000207,0.5926033,0.3887268
BSPRY,0.00117,0.000208,1.0249234,1.241483
NCKAP1L,0.00999,0.000208,1.2119827,-1.6667377
EYA4,0.00324,0.000208,1.898837,0.3381105
SP100,0.00474,0.000208,0.6826144,-0.6651263
HPSE2,0.0212,0.000208,1.2806479,0.4741091
RIMS2,0.00778,0.000209,1.3349346,0.3300852
CXADR,2.07E-05,0.000209,-1.2768709,0.6227521
NDUFAF3,0.000646,0.000209,0.9797474,-0.6844761
TMPRSS2,0.00119,0.000209,0.9688003,1.9158229
CMTM3,0.000412,0.000209,1.1664934,0.4446393
TRPV6,5.97E-05,0.000209,2.8048873,0.4823643
PDGFC,0.0005,0.00021,2.6291149,-1.2470046
INTS2,0.0425,0.00021,-0.6195496,-0.5974155
FGF22,0.00191,0.00021,2.0283025,0.4266345
WDR90,0.0226,0.00021,1.3941508,0.5177952
PRICKLE2,0.000482,0.00021,1.7644336,-0.7432479
HCN4,0.0183,0.00021,0.7148956,0.5213943
DUSP6,0.013,0.00021,-0.9529086,-1.3458596
AFM,0.0291,0.00021,1.7608737,0.3514452
ARHGAP28,0.00101,0.000211,3.0689152,0.472722
EIF3L,0.00527,0.000211,0.766645,0.5498321
SLC4A4,0.00145,0.000211,2.4793689,2.5103925
PARVA,0.000331,0.000211,1.1476253,-0.5858411
LOC101926942,0.00796,0.000211,2.0187365,0.3918295
TOB2,0.033,0.000211,-0.602163,0.558255
C18orf54,0.0202,0.000211,1.7495907,-0.4580752
PRICKLE1,0.00477,0.000211,1.8981583,-1.182082
GSS,2.45E-05,0.000211,-1.4601513,-0.5890779
CARD19,0.0218,0.000211,1.6932409,0.4625
PAK3,8.28E-08,0.000211,4.4664607,1.6794498
ERO1B,1.08E-07,0.000211,3.8796551,2.8625454
XRCC5,0.00232,0.000212,-1.2806003,-0.5161791
MT1HL1,2.24E-05,0.000212,3.5491601,0.8539857
ANK1,0.00387,0.000212,-1.0456286,0.4525739
KCTD12,0.0438,0.000212,1.184436,-1.0824154
VASH1,0.00681,0.000212,0.7295633,-0.8982509
UBA6,7.22E-06,0.000212,-1.3502934,-0.9762745
PPFIA3,0.0255,0.000212,1.1473138,0.3487829
BMP8A,0.0118,0.000212,1.3902745,0.5385591
SPPL3,0.00732,0.000212,-1.4389044,-0.5741393
OR6B1,0.0386,0.000212,1.3290079,0.4266754
GRWD1,0.00929,0.000212,0.6064084,0.4832118
ATP2C1,0.00017,0.000213,-1.077789,-1.3340348
OR7E12P,0.0193,0.000213,0.671169,0.7190041
NUCB1,0.000879,0.000213,1.6531511,-0.6063818
LOC100653049///KRT34,4.38E-05,0.000213,1.5939735,0.3908416
MOB3A,0.000145,0.000213,1.084013,-0.8851987
VPS35,0.000933,0.000213,-0.9127706,-0.7014829
EMX2OS,0.00182,0.000213,1.4004653,0.4085875
CA12,0.00837,0.000213,1.7490524,2.0354309
FAM170B-AS1,0.00318,0.000213,1.0721642,0.4112989
ADAP2,0.000497,0.000213,1.2284058,-1.1033507
CDK7,0.000942,0.000213,-0.831813,-1.0432366
RCSD1,0.00277,0.000213,1.0889713,-1.4973314
AREL1,0.0133,0.000214,-1.5205461,0.2890295
BBS4,0.0137,0.000214,-1.0878909,-0.7448471
ZEB2,1.21E-08,0.000214,2.7189828,-1.2414004
APLP2,3.03E-05,0.000214,-1.3173376,-0.9844666
LPCAT4,4.48E-09,0.000214,-4.2104548,-1.7671338
DEUP1,0.0256,0.000214,1.0213153,0.3243343
CCP110,5.51E-06,0.000215,-2.107121,-0.656175
RBM15,0.000411,0.000215,-2.2279685,0.4671148
MRPL57,0.0104,0.000215,-0.5780095,0.3516846
MMP16,0.00767,0.000215,1.9553129,0.3123716
ZNF491,0.00944,0.000215,1.1317644,0.5658711
F13A1,3.01E-07,0.000215,3.963394,-1.6221575
EIF3G,0.000385,0.000215,1.1743367,0.5915125
VASH1,0.00681,0.000215,0.7295633,0.5651434
PLXNC1,0.000111,0.000215,2.4631726,-0.9670802
MTHFSD,0.000171,0.000215,-1.2678599,0.4507427
SKIL,0.00172,0.000215,-1.2537251,-1.0263534
RPS27A,0.000484,0.000215,1.1837022,0.3145671
TMEM97,1.81E-07,0.000216,3.716174,2.4419043
ETV6,0.0152,0.000216,-1.5813703,-0.8526568
FIZ1,5.48E-05,0.000216,2.7697805,0.3914898
TRERF1,0.0325,0.000216,0.9348414,0.4458332
ILF2,0.00627,0.000217,0.7207712,-0.7687888
TTC17,0.000293,0.000217,1.2114188,0.4193657
KLHL18,0.0462,0.000217,0.9778678,0.394405
ZNF518A,2.01E-06,0.000217,-1.6278967,-0.9627805
PEG3-AS1,9.96E-09,0.000217,4.5191403,0.4523027
ISG20,1.98E-05,0.000217,-3.4524832,-1.8008895
DCBLD1,0.0287,0.000218,-0.9660738,-1.1337941
FAM71C,0.00895,0.000218,1.3628299,0.4173848
ARHGEF25,0.0352,0.000218,1.3846343,0.4549695
CLNS1A,0.00424,0.000218,-0.9975889,-0.4328025
SUFU,0.0469,0.000218,1.0163705,0.3421998
BAIAP2,0.00354,0.000219,-1.4218678,-0.695332
CTDSPL,0.0442,0.000219,-0.7197607,-0.9489541
TRIM13,0.00182,0.000219,-1.577472,-0.8508532
C9orf66,0.0082,0.000219,2.0946849,0.5207132
ZNF385D,6.13E-07,0.000219,3.6872838,0.6262729
NOL4L,2.88E-05,0.000219,-1.4407639,-0.6732571
PLBD2,0.0285,0.000219,1.4245397,-0.7129729
PRKD2,0.000973,0.000219,-0.8195482,-0.8151564
MIR3150B///MIR3150A///LOC286149,0.00521,0.000219,1.2082349,0.4882445
ARF4,0.000473,0.000219,-0.819097,-0.6659339
LOC105372762,0.0142,0.00022,1.9813115,0.3169793
C12orf80,0.0188,0.00022,1.7805284,0.4048041
SLC16A11,9.19E-05,0.00022,1.6385966,0.8874573
DLG3,0.0115,0.00022,-0.7403556,0.4833086
ASB1,0.0404,0.00022,-0.449333,0.467065
SYNE1,1.66E-06,0.00022,4.4462584,-0.8145027
NPTX2,9.52E-07,0.00022,4.0062967,1.8610673
DIO3OS,0.00271,0.000221,2.3445639,0.5103411
CD300LG,0.000977,0.000221,2.3316477,0.2850466
ETS2,0.0195,0.000221,-1.4076353,-1.5608977
SCD5,4.97E-06,0.000221,3.2184768,0.3640341
CCDC150,0.00797,0.000222,-1.1277044,0.3628189
GPAT3,0.0123,0.000222,-1.3714775,-1.4397125
PAX8,9.88E-07,0.000222,1.5117529,0.3168734
PARVG,0.0019,0.000222,1.7578472,0.514567
SMC6,0.000863,0.000222,-0.9984136,-0.5048739
TTBK2,0.00166,0.000222,1.3391757,-0.4275034
ZNF654,6.35E-05,0.000223,-1.1161052,-0.7051604
PTP4A2,0.00122,0.000223,-0.6847138,-0.6207304
C17orf74,0.000969,0.000223,2.3206826,0.2697637
SIRT3,0.00286,0.000223,0.9873976,0.48938
SEL1L,2.71E-07,0.000223,2.1717554,1.68392
CRYBA2,0.00622,0.000223,1.9758819,2.3599913
SLC22A23,0.00508,0.000224,-0.9796221,0.529198
RTFDC1,0.0384,0.000224,0.4346228,-0.5602768
TMEM165,9.06E-05,0.000225,-1.3569824,0.3779821
RNH1,0.00229,0.000225,0.9069044,0.3374812
RAB1A,0.00498,0.000225,-0.9643602,-0.4788071
NEK6,0.0111,0.000225,-0.7985249,-1.1863689
RANBP10,0.0231,0.000225,0.6903625,0.4743454
PEX13,0.0326,0.000225,-0.8177705,-0.6343995
PVRL3-AS1,0.00951,0.000225,1.6072101,0.5023336
KANSL1,0.00181,0.000225,-1.6025997,-1.00069
ARIH2,0.0183,0.000225,0.7844442,-0.2980668
RHOG,0.00901,0.000225,0.7531059,-0.8869495
PIN4,0.00114,0.000226,-0.7007704,-0.6569159
ERO1A,0.000536,0.000226,-1.4124457,-0.905215
PRND,0.0239,0.000226,1.1565465,0.4708537
ZC3H7B,1.50E-05,0.000226,-2.7617374,0.4575748
MS4A15,0.0356,0.000226,1.2433418,0.4912525
ZNF581,0.000691,0.000226,1.3298184,0.5891648
PRDM2,1.97E-05,0.000226,1.2099917,-0.68076
PRSS3P2,1.42E-06,0.000226,5.9428558,4.0572118
SPOCK3,0.0332,0.000226,1.6218483,0.3798987
DENND5B,4.83E-05,0.000227,1.1414892,0.5583518
PPP6C,0.005,0.000227,0.6471623,0.5183082
HS6ST2,8.74E-09,0.000227,4.8839925,1.7679036
RALGAPA1,0.0402,0.000227,1.1920348,-0.6237214
NKD1,0.0033,0.000227,1.5036453,0.5045261
LOC102724985///PDXDC2P///PDXDC1,0.000135,0.000227,-1.4580056,-0.9170864
OR10A3,0.0458,0.000227,1.3182679,0.4351298
HEXA,0.0136,0.000227,-0.9666262,-0.5260902
GFRA1,0.00192,0.000227,2.7034342,0.5320559
FOXK2,0.00425,0.000227,1.6791596,0.4401139
PTPN14,0.000783,0.000227,-1.3365041,-1.1048971
IRGQ,0.0091,0.000227,-0.5735354,0.3341614
RBM33,0.00373,0.000227,-1.7678483,0.6234348
Igk,0.0271,0.000227,1.373488,0.5253393
DIO2-AS1,0.0316,0.000228,1.0687755,0.340993
UNC80,0.0105,0.000228,1.7253279,0.4236352
CFAP73,0.0003,0.000228,2.3265032,0.6726809
HRASLS2,0.00949,0.000228,1.2025721,0.4820077
SLA,2.71E-06,0.000228,2.0355085,-1.2394352
SLC17A5,0.000116,0.000228,-1.2424759,-0.7532384
NXF2B///NXF2,0.00059,0.000228,-1.7471193,0.4541054
NUP54,0.00178,0.000228,-2.2463926,-0.8003675
KREMEN1,0.0143,0.000228,1.5820647,0.5009975
BICD1,0.00232,0.000229,-1.3858728,-1.0912339
GNAO1,0.0129,0.000229,1.4755941,0.4425412
CEP164,0.0421,0.000229,0.6034579,-0.4891064
PRRT3-AS1,7.91E-05,0.000229,1.6988695,0.9768357
MKNK2,0.0239,0.000229,0.7132212,0.9354161
ABCC10,0.00148,0.000229,-1.0723855,-0.4887457
LRRC8B,0.00183,0.000229,-1.1023095,0.4046875
LPIN1,0.00558,0.00023,-1.0967807,-0.8320023
DNAJC10,2.64E-06,0.00023,-1.1964248,-0.7600563
STON2,0.0396,0.00023,-1.3079624,0.3998782
SSX2B///SSX2,0.000497,0.00023,1.7426936,0.5009168
GNA12,0.0267,0.00023,0.5213476,-0.6679018
LRRFIP1,1.41E-06,0.00023,-1.649119,0.2467636
LRRC8B,0.00183,0.00023,-1.1023095,-0.5873536
COMT,0.00142,0.000231,2.105115,-0.8367605
PRRC2A,0.00343,0.000231,1.2427559,0.2856773
SBF2,0.0222,0.000231,0.8293595,-0.5730107
PFKFB1,0.00637,0.000231,0.9970544,0.3191218
EVA1A,2.35E-06,0.000231,3.4757727,1.0739491
NOX1,0.00601,0.000231,-1.4507167,0.4397205
APBB2,0.0143,0.000231,-0.9088371,0.4196273
GADD45B,5.26E-05,0.000231,2.5246679,-1.6475664
MYCN,0.00447,0.000231,-1.5556021,0.42151
